order_id,order_date,customer_id,state,product,quantity,unit_price,total_amount
49,2023-01-03 00:00:00,1189,Oyo,Milk,6,4240,25440
50,2023-01-03 01:00:00,4005,Abuja,Oil,6,758,4548
51,2023-01-03 02:00:00,3734,Ogun,Soap,8,1610,12880
52,2023-01-03 03:00:00,4005,Rivers,Soap,5,1320,6600
53,2023-01-03 04:00:00,1562,Lagos,Rice,15,3288,49320
54,2023-01-03 05:00:00,2899,Rivers,Sugar,7,2063,14441
55,2023-01-03 06:00:00,4638,Kaduna,Beans,3,1707,5121
56,2023-01-03 07:00:00,2267,Abuja,Milk,10,808,8080
57,2023-01-03 08:00:00,3879,Abuja,Beans,3,2339,7017
58,2023-01-03 09:00:00,2528,Ogun,Sugar,14,3852,53928
59,2023-01-03 10:00:00,4202,Oyo,Soap,3,1883,5649
60,2023-01-03 11:00:00,4556,Ogun,Milk,1,2806,2806
61,2023-01-03 12:00:00,4890,Rivers,Oil,1,1680,1680
62,2023-01-03 13:00:00,1646,Kaduna,Soap,19,2972,56468
63,2023-01-03 14:00:00,3068,Lagos,Soap,4,3186,12744
64,2023-01-03 15:00:00,3888,Ogun,Rice,2,3467,6934
65,2023-01-03 16:00:00,3214,Oyo,Sugar,11,4945,54395
66,2023-01-03 17:00:00,2297,Ogun,Rice,12,1460,17520
67,2023-01-03 18:00:00,3435,Abuja,Rice,13,3956,51428
68,2023-01-03 19:00:00,1600,Rivers,Beans,16,937,14992
69,2023-01-03 20:00:00,3363,Rivers,Soap,16,955,15280
70,2023-01-03 21:00:00,3061,Rivers,Sugar,19,4317,82023
71,2023-01-03 22:00:00,1241,Rivers,Rice,9,2069,18621
72,2023-01-03 23:00:00,3041,Rivers,Oil,16,1603,25648
73,2023-01-04 00:00:00,3824,Rivers,Milk,7,2118,14826
74,2023-01-04 01:00:00,4417,Lagos,Sugar,13,4112,53456
75,2023-01-04 02:00:00,3612,Oyo,Beans,4,2012,8048
76,2023-01-04 03:00:00,3945,Rivers,Sugar,13,891,11583
77,2023-01-04 04:00:00,2363,Oyo,Soap,8,3121,24968
78,2023-01-04 05:00:00,3139,Kaduna,Beans,2,1420,2840
79,2023-01-04 06:00:00,2390,Rivers,Milk,7,2957,20699
80,2023-01-04 07:00:00,4003,Ogun,Oil,11,4100,45100
81,2023-01-04 08:00:00,2478,Rivers,Rice,17,2288,38896
82,2023-01-04 09:00:00,4499,Abuja,Sugar,14,760,10640
83,2023-01-04 10:00:00,3556,Lagos,Beans,13,2513,32669
84,2023-01-04 11:00:00,1775,Ogun,Milk,15,1835,27525
85,2023-01-04 12:00:00,1034,Ogun,Rice,9,834,7506
86,2023-01-04 13:00:00,3253,Abuja,Milk,3,3279,9837
87,2023-01-04 14:00:00,4152,Rivers,Oil,13,1303,16939
88,2023-01-04 15:00:00,2955,Lagos,Rice,13,2937,38181
89,2023-01-04 16:00:00,2585,Ogun,Rice,9,3307,29763
90,2023-01-04 17:00:00,4943,Lagos,Rice,18,1440,25920
91,2023-01-04 18:00:00,4459,Ogun,Beans,5,3663,18315
92,2023-01-04 19:00:00,4073,Rivers,Rice,11,1402,15422
93,2023-01-04 20:00:00,2021,Kaduna,Milk,2,3932,7864
94,2023-01-04 21:00:00,4461,Ogun,Beans,17,1768,30056
95,2023-01-04 22:00:00,3613,Kaduna,Rice,4,523,2092
96,2023-01-04 23:00:00,2129,Ogun,Milk,18,3248,58464
97,2023-01-05 00:00:00,4843,Oyo,Milk,8,2950,23600
98,2023-01-05 01:00:00,4893,Rivers,Sugar,19,1896,36024
99,2023-01-05 02:00:00,2500,Abuja,Milk,12,3857,46284
100,2023-01-05 03:00:00,1702,Kaduna,Soap,11,4404,48444
101,2023-01-05 04:00:00,3449,Abuja,Oil,16,2988,47808
102,2023-01-05 05:00:00,3777,Rivers,Rice,5,4166,20830
103,2023-01-05 06:00:00,2579,Abuja,Rice,3,2257,6771
104,2023-01-05 07:00:00,1161,Rivers,Rice,12,2378,28536
105,2023-01-05 08:00:00,1201,Abuja,Milk,15,3032,45480
106,2023-01-05 09:00:00,2981,Kaduna,Milk,16,4014,64224
107,2023-01-05 10:00:00,1995,Oyo,Rice,13,4273,55549
108,2023-01-05 11:00:00,3317,Abuja,Soap,7,2578,18046
109,2023-01-05 12:00:00,4934,Kaduna,Beans,15,2557,38355
110,2023-01-05 13:00:00,1815,Ogun,Beans,3,1177,3531
111,2023-01-05 14:00:00,4342,Rivers,Oil,12,3474,41688
112,2023-01-05 15:00:00,1455,Lagos,Sugar,8,784,6272
113,2023-01-05 16:00:00,4533,Lagos,Oil,12,2700,32400
114,2023-01-05 17:00:00,4798,Rivers,Rice,18,4966,89388
115,2023-01-05 18:00:00,2275,Oyo,Rice,3,2340,7020
116,2023-01-05 19:00:00,2016,Abuja,Rice,12,2378,28536
117,2023-01-05 20:00:00,4773,Oyo,Sugar,2,2110,4220
118,2023-01-05 21:00:00,3343,Lagos,Milk,14,4462,62468
119,2023-01-05 22:00:00,4796,Kaduna,Sugar,14,4736,66304
120,2023-01-05 23:00:00,3767,Rivers,Oil,4,3659,14636
121,2023-01-06 00:00:00,4820,Rivers,Milk,17,3998,67966
122,2023-01-06 01:00:00,1337,Oyo,Milk,15,2631,39465
123,2023-01-06 02:00:00,1878,Kaduna,Oil,16,3814,61024
124,2023-01-06 03:00:00,2076,Oyo,Milk,5,1878,9390
125,2023-01-06 04:00:00,1791,Abuja,Beans,17,3577,60809
126,2023-01-06 05:00:00,4993,Ogun,Oil,7,3514,24598
127,2023-01-06 06:00:00,3264,Kaduna,Oil,15,4392,65880
128,2023-01-06 07:00:00,1763,Ogun,Beans,17,2215,37655
129,2023-01-06 08:00:00,3235,Abuja,Sugar,12,952,11424
130,2023-01-06 09:00:00,1379,Ogun,Sugar,11,841,9251
131,2023-01-06 10:00:00,1492,Lagos,Sugar,19,892,16948
132,2023-01-06 11:00:00,4112,Ogun,Milk,11,1769,19459
133,2023-01-06 12:00:00,2180,Abuja,Beans,2,3550,7100
134,2023-01-06 13:00:00,3062,Ogun,Oil,15,4559,68385
135,2023-01-06 14:00:00,4884,Rivers,Oil,5,1470,7350
136,2023-01-06 15:00:00,1064,Oyo,Oil,18,2705,48690
137,2023-01-06 16:00:00,4928,Lagos,Milk,16,665,10640
138,2023-01-06 17:00:00,4910,Rivers,Milk,4,754,3016
139,2023-01-06 18:00:00,3568,Rivers,Soap,10,801,8010
140,2023-01-06 19:00:00,2367,Abuja,Sugar,2,3603,7206
141,2023-01-06 20:00:00,2152,Oyo,Soap,15,4340,65100
142,2023-01-06 21:00:00,3027,Oyo,Soap,4,3056,12224
143,2023-01-06 22:00:00,3695,Kaduna,Milk,16,2005,32080
144,2023-01-06 23:00:00,2495,Lagos,Sugar,7,1756,12292
145,2023-01-07 00:00:00,4134,Abuja,Sugar,12,2762,33144
146,2023-01-07 01:00:00,2162,Lagos,Oil,3,4840,14520
147,2023-01-07 02:00:00,2522,Kaduna,Milk,17,709,12053
148,2023-01-07 03:00:00,3640,Ogun,Sugar,9,4293,38637
149,2023-01-07 04:00:00,1391,Rivers,Soap,8,3547,28376
150,2023-01-07 05:00:00,2698,Lagos,Beans,6,1480,8880
151,2023-01-07 06:00:00,1418,Rivers,Beans,15,2619,39285
152,2023-01-07 07:00:00,3336,Abuja,Milk,10,4245,42450
153,2023-01-07 08:00:00,1378,Ogun,Oil,6,677,4062
154,2023-01-07 09:00:00,2796,Abuja,Oil,15,2046,30690
155,2023-01-07 10:00:00,4561,Ogun,Sugar,14,2534,35476
156,2023-01-07 11:00:00,3278,Ogun,Milk,19,798,15162
157,2023-01-07 12:00:00,4065,Rivers,Beans,13,3067,39871
158,2023-01-07 13:00:00,3088,Abuja,Soap,14,4066,56924
159,2023-01-07 14:00:00,4099,Abuja,Sugar,3,4539,13617
160,2023-01-07 15:00:00,3182,Lagos,Soap,4,774,3096
161,2023-01-07 16:00:00,1200,Abuja,Sugar,14,3495,48930
162,2023-01-07 17:00:00,2863,Lagos,Rice,14,552,7728
163,2023-01-07 18:00:00,1779,Oyo,Soap,8,1923,15384
164,2023-01-07 19:00:00,3977,Oyo,Milk,10,2127,21270
165,2023-01-07 20:00:00,4104,Oyo,Soap,9,988,8892
166,2023-01-07 21:00:00,4119,Kaduna,Soap,14,2854,39956
167,2023-01-07 22:00:00,1502,Abuja,Sugar,8,916,7328
168,2023-01-07 23:00:00,3454,Kaduna,Beans,11,3056,33616
169,2023-01-08 00:00:00,4645,Abuja,Rice,10,1420,14200
170,2023-01-08 01:00:00,2751,Lagos,Soap,18,2053,36954
171,2023-01-08 02:00:00,1804,Kaduna,Beans,4,3185,12740
172,2023-01-08 03:00:00,3146,Kaduna,Oil,4,1165,4660
173,2023-01-08 04:00:00,3731,Kaduna,Rice,12,4601,55212
174,2023-01-08 05:00:00,2895,Ogun,Rice,18,2969,53442
175,2023-01-08 06:00:00,3773,Lagos,Sugar,8,1974,15792
176,2023-01-08 07:00:00,2570,Oyo,Soap,3,837,2511
177,2023-01-08 08:00:00,1960,Lagos,Oil,18,3659,65862
178,2023-01-08 09:00:00,4810,Ogun,Sugar,7,768,5376
179,2023-01-08 10:00:00,3660,Abuja,Milk,1,1587,1587
180,2023-01-08 11:00:00,2485,Lagos,Beans,13,1793,23309
181,2023-01-08 12:00:00,3690,Kaduna,Beans,3,1156,3468
182,2023-01-08 13:00:00,4840,Oyo,Sugar,3,3328,9984
183,2023-01-08 14:00:00,2028,Oyo,Beans,15,4473,67095
184,2023-01-08 15:00:00,4289,Abuja,Soap,19,1836,34884
185,2023-01-08 16:00:00,1502,Lagos,Beans,4,2856,11424
186,2023-01-08 17:00:00,3814,Ogun,Soap,13,2167,28171
187,2023-01-08 18:00:00,1397,Abuja,Milk,13,2325,30225
188,2023-01-08 19:00:00,1870,Lagos,Oil,15,4530,67950
189,2023-01-08 20:00:00,3842,Rivers,Rice,19,1712,32528
190,2023-01-08 21:00:00,1392,Oyo,Sugar,16,3268,52288
191,2023-01-08 22:00:00,1206,Ogun,Sugar,7,4915,34405
192,2023-01-08 23:00:00,2038,Kaduna,Soap,3,3558,10674
193,2023-01-09 00:00:00,2881,Ogun,Milk,2,944,1888
194,2023-01-09 01:00:00,4625,Kaduna,Milk,18,1897,34146
195,2023-01-09 02:00:00,3939,Ogun,Rice,11,4881,53691
196,2023-01-09 03:00:00,2484,Oyo,Oil,1,2718,2718
197,2023-01-09 04:00:00,4762,Kaduna,Sugar,16,4176,66816
198,2023-01-09 05:00:00,4646,Lagos,Soap,17,2810,47770
199,2023-01-09 06:00:00,1863,Kaduna,Milk,16,4540,72640
200,2023-01-09 07:00:00,3790,Abuja,Sugar,10,4106,41060
201,2023-01-09 08:00:00,4312,Lagos,Soap,17,2327,39559
202,2023-01-09 09:00:00,1563,Abuja,Beans,3,3719,11157
203,2023-01-09 10:00:00,2020,Ogun,Sugar,18,2572,46296
204,2023-01-09 11:00:00,1095,Lagos,Oil,19,4689,89091
205,2023-01-09 12:00:00,2923,Ogun,Soap,14,2830,39620
206,2023-01-09 13:00:00,2757,Rivers,Oil,2,1185,2370
207,2023-01-09 14:00:00,3532,Ogun,Sugar,12,1184,14208
208,2023-01-09 15:00:00,4478,Ogun,Beans,11,3437,37807
209,2023-01-09 16:00:00,3278,Abuja,Oil,17,4211,71587
210,2023-01-09 17:00:00,3796,Kaduna,Milk,6,840,5040
211,2023-01-09 18:00:00,2678,Rivers,Soap,19,1233,23427
212,2023-01-09 19:00:00,4242,Ogun,Sugar,13,1996,25948
213,2023-01-09 20:00:00,1540,Ogun,Beans,7,4393,30751
214,2023-01-09 21:00:00,2059,Rivers,Milk,11,3454,37994
215,2023-01-09 22:00:00,3572,Rivers,Sugar,7,1631,11417
216,2023-01-09 23:00:00,2183,Lagos,Beans,13,2232,29016
217,2023-01-10 00:00:00,4910,Abuja,Milk,13,3535,45955
218,2023-01-10 01:00:00,2722,Rivers,Oil,1,3213,3213
219,2023-01-10 02:00:00,4314,Rivers,Sugar,19,2979,56601
220,2023-01-10 03:00:00,4157,Oyo,Sugar,19,1919,36461
221,2023-01-10 04:00:00,2819,Kaduna,Oil,15,2489,37335
222,2023-01-10 05:00:00,3625,Rivers,Rice,14,987,13818
223,2023-01-10 06:00:00,3729,Abuja,Milk,3,4319,12957
224,2023-01-10 07:00:00,3604,Kaduna,Oil,4,1941,7764
225,2023-01-10 08:00:00,2597,Kaduna,Sugar,7,2890,20230
226,2023-01-10 09:00:00,4060,Ogun,Milk,1,1884,1884
227,2023-01-10 10:00:00,3693,Ogun,Milk,19,2656,50464
228,2023-01-10 11:00:00,1795,Ogun,Rice,3,4896,14688
229,2023-01-10 12:00:00,2051,Ogun,Sugar,15,1891,28365
230,2023-01-10 13:00:00,2643,Oyo,Beans,13,3642,47346
231,2023-01-10 14:00:00,4627,Rivers,Rice,14,768,10752
232,2023-01-10 15:00:00,2363,Ogun,Rice,7,4417,30919
233,2023-01-10 16:00:00,4869,Lagos,Beans,1,2024,2024
234,2023-01-10 17:00:00,2981,Ogun,Beans,13,977,12701
235,2023-01-10 18:00:00,2354,Rivers,Rice,4,4771,19084
236,2023-01-10 19:00:00,2663,Ogun,Milk,12,738,8856
237,2023-01-10 20:00:00,2529,Oyo,Oil,7,1109,7763
238,2023-01-10 21:00:00,3038,Abuja,Oil,2,4924,9848
239,2023-01-10 22:00:00,4419,Abuja,Rice,17,3897,66249
240,2023-01-10 23:00:00,2496,Rivers,Milk,1,2331,2331
241,2023-01-11 00:00:00,4302,Abuja,Beans,14,1654,23156
242,2023-01-11 01:00:00,3237,Abuja,Soap,1,2251,2251
243,2023-01-11 02:00:00,4296,Lagos,Rice,3,4098,12294
244,2023-01-11 03:00:00,2408,Rivers,Sugar,11,2985,32835
245,2023-01-11 04:00:00,2400,Rivers,Milk,7,3838,26866
246,2023-01-11 05:00:00,2306,Abuja,Sugar,9,2833,25497
247,2023-01-11 06:00:00,3680,Abuja,Sugar,3,4886,14658
248,2023-01-11 07:00:00,3675,Abuja,Rice,1,4963,4963
249,2023-01-11 08:00:00,1972,Kaduna,Milk,19,667,12673
250,2023-01-11 09:00:00,2768,Oyo,Sugar,2,4042,8084
251,2023-01-11 10:00:00,2282,Ogun,Milk,5,4509,22545
252,2023-01-11 11:00:00,4430,Oyo,Oil,17,577,9809
253,2023-01-11 12:00:00,1709,Rivers,Soap,19,3398,64562
254,2023-01-11 13:00:00,2479,Lagos,Sugar,5,1608,8040
255,2023-01-11 14:00:00,2434,Ogun,Sugar,14,1391,19474
256,2023-01-11 15:00:00,1648,Lagos,Milk,10,1724,17240
257,2023-01-11 16:00:00,1317,Kaduna,Soap,7,1064,7448
258,2023-01-11 17:00:00,4748,Rivers,Oil,8,3359,26872
259,2023-01-11 18:00:00,4296,Kaduna,Sugar,8,801,6408
260,2023-01-11 19:00:00,4890,Rivers,Rice,7,4889,34223
261,2023-01-11 20:00:00,2257,Lagos,Milk,13,608,7904
262,2023-01-11 21:00:00,1683,Lagos,Milk,14,2912,40768
263,2023-01-11 22:00:00,1663,Lagos,Sugar,19,3147,59793
264,2023-01-11 23:00:00,2998,Rivers,Oil,11,3225,35475
265,2023-01-12 00:00:00,4898,Abuja,Sugar,2,3838,7676
266,2023-01-12 01:00:00,4445,Lagos,Beans,17,2640,44880
267,2023-01-12 02:00:00,4743,Kaduna,Sugar,6,4313,25878
268,2023-01-12 03:00:00,2631,Ogun,Soap,9,4700,42300
269,2023-01-12 04:00:00,2495,Rivers,Soap,19,2756,52364
270,2023-01-12 05:00:00,4304,Kaduna,Beans,5,4145,20725
271,2023-01-12 06:00:00,4763,Oyo,Soap,9,3559,32031
272,2023-01-12 07:00:00,2136,Oyo,Soap,7,3021,21147
273,2023-01-12 08:00:00,2853,Ogun,Rice,4,3917,15668
274,2023-01-12 09:00:00,2520,Abuja,Milk,18,511,9198
275,2023-01-12 10:00:00,3489,Lagos,Soap,18,3766,67788
276,2023-01-12 11:00:00,1563,Rivers,Milk,17,3645,61965
277,2023-01-12 12:00:00,2291,Kaduna,Oil,4,1374,5496
278,2023-01-12 13:00:00,4581,Lagos,Sugar,16,2933,46928
279,2023-01-12 14:00:00,4878,Kaduna,Rice,5,1383,6915
280,2023-01-12 15:00:00,4457,Rivers,Beans,9,4485,40365
281,2023-01-12 16:00:00,4458,Oyo,Oil,2,2079,4158
282,2023-01-12 17:00:00,4184,Lagos,Rice,2,4271,8542
283,2023-01-12 18:00:00,2636,Ogun,Rice,4,852,3408
284,2023-01-12 19:00:00,4696,Abuja,Beans,17,2006,34102
285,2023-01-12 20:00:00,3999,Ogun,Beans,19,3987,75753
286,2023-01-12 21:00:00,4152,Abuja,Milk,3,3351,10053
287,2023-01-12 22:00:00,1698,Kaduna,Sugar,5,2529,12645
288,2023-01-12 23:00:00,3160,Lagos,Oil,10,2346,23460
289,2023-01-13 00:00:00,1001,Lagos,Sugar,6,2890,17340
290,2023-01-13 01:00:00,1641,Abuja,Oil,3,4530,13590
291,2023-01-13 02:00:00,3267,Oyo,Rice,17,3938,66946
292,2023-01-13 03:00:00,2589,Rivers,Soap,10,2883,28830
293,2023-01-13 04:00:00,1854,Ogun,Soap,12,3867,46404
294,2023-01-13 05:00:00,2759,Kaduna,Beans,1,1965,1965
295,2023-01-13 06:00:00,4296,Ogun,Beans,18,2651,47718
296,2023-01-13 07:00:00,3432,Ogun,Rice,19,3983,75677
297,2023-01-13 08:00:00,4474,Kaduna,Rice,4,1073,4292
298,2023-01-13 09:00:00,2661,Kaduna,Oil,15,1274,19110
299,2023-01-13 10:00:00,2153,Lagos,Rice,9,3865,34785
300,2023-01-13 11:00:00,2076,Ogun,Oil,6,4838,29028
301,2023-01-13 12:00:00,2707,Rivers,Sugar,12,4430,53160
302,2023-01-13 13:00:00,3777,Rivers,Beans,18,3180,57240
303,2023-01-13 14:00:00,2695,Abuja,Beans,15,2720,40800
304,2023-01-13 15:00:00,2733,Kaduna,Soap,19,1939,36841
305,2023-01-13 16:00:00,2439,Lagos,Soap,9,1213,10917
306,2023-01-13 17:00:00,3294,Rivers,Beans,13,1075,13975
307,2023-01-13 18:00:00,1835,Oyo,Sugar,16,3481,55696
308,2023-01-13 19:00:00,4510,Lagos,Sugar,13,569,7397
309,2023-01-13 20:00:00,1202,Lagos,Milk,1,4264,4264
310,2023-01-13 21:00:00,4255,Rivers,Oil,18,2876,51768
311,2023-01-13 22:00:00,1122,Oyo,Soap,3,2705,8115
312,2023-01-13 23:00:00,1400,Abuja,Oil,17,1417,24089
313,2023-01-14 00:00:00,1766,Rivers,Soap,5,3245,16225
314,2023-01-14 01:00:00,1293,Oyo,Milk,6,1242,7452
315,2023-01-14 02:00:00,3327,Lagos,Beans,17,4650,79050
316,2023-01-14 03:00:00,4908,Oyo,Oil,17,3033,51561
317,2023-01-14 04:00:00,3931,Lagos,Soap,1,2337,2337
318,2023-01-14 05:00:00,4681,Rivers,Oil,7,1876,13132
319,2023-01-14 06:00:00,1197,Kaduna,Beans,16,909,14544
320,2023-01-14 07:00:00,4029,Rivers,Rice,5,3507,17535
321,2023-01-14 08:00:00,2930,Ogun,Soap,16,3452,55232
322,2023-01-14 09:00:00,4582,Ogun,Rice,4,4742,18968
323,2023-01-14 10:00:00,3799,Ogun,Milk,11,2179,23969
324,2023-01-14 11:00:00,3191,Rivers,Sugar,14,2214,30996
325,2023-01-14 12:00:00,1608,Abuja,Oil,13,1697,22061
326,2023-01-14 13:00:00,4272,Rivers,Soap,8,2837,22696
327,2023-01-14 14:00:00,2147,Kaduna,Oil,15,3716,55740
328,2023-01-14 15:00:00,1186,Oyo,Milk,18,3456,62208
329,2023-01-14 16:00:00,4397,Rivers,Milk,7,3693,25851
330,2023-01-14 17:00:00,3511,Rivers,Oil,19,526,9994
331,2023-01-14 18:00:00,4420,Lagos,Soap,9,3637,32733
332,2023-01-14 19:00:00,2794,Lagos,Beans,11,3473,38203
333,2023-01-14 20:00:00,1659,Lagos,Beans,10,3665,36650
334,2023-01-14 21:00:00,3811,Rivers,Sugar,14,1590,22260
335,2023-01-14 22:00:00,4002,Abuja,Oil,16,749,11984
336,2023-01-14 23:00:00,2955,Oyo,Oil,8,641,5128
337,2023-01-15 00:00:00,3450,Oyo,Soap,1,766,766
338,2023-01-15 01:00:00,2369,Kaduna,Oil,12,4810,57720
339,2023-01-15 02:00:00,2986,Abuja,Soap,3,988,2964
340,2023-01-15 03:00:00,2534,Abuja,Oil,2,995,1990
341,2023-01-15 04:00:00,1146,Oyo,Milk,16,979,15664
342,2023-01-15 05:00:00,4219,Ogun,Rice,4,3190,12760
343,2023-01-15 06:00:00,3911,Lagos,Oil,2,4596,9192
344,2023-01-15 07:00:00,2734,Lagos,Rice,12,3580,42960
345,2023-01-15 08:00:00,2843,Oyo,Beans,17,2927,49759
346,2023-01-15 09:00:00,1488,Abuja,Sugar,10,1343,13430
347,2023-01-15 10:00:00,3976,Kaduna,Beans,8,3715,29720
348,2023-01-15 11:00:00,2959,Ogun,Oil,18,4411,79398
349,2023-01-15 12:00:00,2663,Oyo,Soap,18,4577,82386
350,2023-01-15 13:00:00,3598,Lagos,Beans,18,2849,51282
351,2023-01-15 14:00:00,3385,Rivers,Milk,2,1149,2298
352,2023-01-15 15:00:00,3919,Abuja,Rice,12,2393,28716
353,2023-01-15 16:00:00,1640,Rivers,Soap,10,3356,33560
354,2023-01-15 17:00:00,2802,Kaduna,Soap,8,3750,30000
355,2023-01-15 18:00:00,3520,Oyo,Oil,19,2886,54834
356,2023-01-15 19:00:00,2969,Lagos,Milk,10,2225,22250
357,2023-01-15 20:00:00,3198,Ogun,Rice,11,1854,20394
358,2023-01-15 21:00:00,2438,Rivers,Milk,14,1793,25102
359,2023-01-15 22:00:00,4369,Ogun,Beans,15,3546,53190
360,2023-01-15 23:00:00,2634,Kaduna,Oil,10,3758,37580
361,2023-01-16 00:00:00,1262,Lagos,Soap,4,3213,12852
362,2023-01-16 01:00:00,2787,Rivers,Soap,7,903,6321
363,2023-01-16 02:00:00,3191,Kaduna,Beans,11,4472,49192
364,2023-01-16 03:00:00,3393,Ogun,Soap,3,4532,13596
365,2023-01-16 04:00:00,1623,Ogun,Sugar,5,2046,10230
366,2023-01-16 05:00:00,2016,Rivers,Oil,2,3106,6212
367,2023-01-16 06:00:00,4643,Lagos,Beans,12,3325,39900
368,2023-01-16 07:00:00,1880,Ogun,Oil,5,2352,11760
369,2023-01-16 08:00:00,3049,Oyo,Rice,7,4706,32942
370,2023-01-16 09:00:00,3944,Kaduna,Oil,4,1312,5248
371,2023-01-16 10:00:00,2327,Rivers,Oil,11,3874,42614
372,2023-01-16 11:00:00,3301,Abuja,Rice,9,1429,12861
373,2023-01-16 12:00:00,4723,Abuja,Beans,4,4575,18300
374,2023-01-16 13:00:00,1452,Lagos,Oil,9,3823,34407
375,2023-01-16 14:00:00,4108,Oyo,Milk,12,674,8088
376,2023-01-16 15:00:00,2183,Ogun,Oil,16,1863,29808
377,2023-01-16 16:00:00,4062,Abuja,Beans,1,3395,3395
378,2023-01-16 17:00:00,3056,Lagos,Soap,8,1537,12296
379,2023-01-16 18:00:00,4304,Kaduna,Rice,1,3511,3511
380,2023-01-16 19:00:00,4170,Oyo,Soap,19,2590,49210
381,2023-01-16 20:00:00,2682,Oyo,Beans,4,960,3840
382,2023-01-16 21:00:00,3863,Lagos,Sugar,14,3252,45528
383,2023-01-16 22:00:00,3255,Lagos,Soap,14,648,9072
384,2023-01-16 23:00:00,2154,Ogun,Oil,9,4933,44397
385,2023-01-17 00:00:00,1403,Lagos,Oil,9,1633,14697
386,2023-01-17 01:00:00,3199,Ogun,Rice,17,853,14501
387,2023-01-17 02:00:00,3101,Ogun,Oil,15,1607,24105
388,2023-01-17 03:00:00,4191,Rivers,Milk,10,3102,31020
389,2023-01-17 04:00:00,2696,Oyo,Milk,17,2613,44421
390,2023-01-17 05:00:00,4991,Kaduna,Soap,9,4594,41346
391,2023-01-17 06:00:00,1627,Oyo,Beans,4,4185,16740
392,2023-01-17 07:00:00,1586,Oyo,Rice,14,3706,51884
393,2023-01-17 08:00:00,2648,Rivers,Sugar,3,1609,4827
394,2023-01-17 09:00:00,2443,Ogun,Soap,12,4679,56148
395,2023-01-17 10:00:00,2445,Ogun,Beans,1,2477,2477
396,2023-01-17 11:00:00,1103,Lagos,Rice,1,726,726
